term,vif
matches_before,9.347463915240938
wins_before,14.858059343950398
win_pct_before,11.246687249151337
home_win_pct_before,3.895560937870196
away_win_pct_before,3.620442012652882
prev_season_win_pct,22.849037557173762
prev_home_win_pct,6.882564823619919
prev_away_win_pct,9.524679786898465
prev_bat_first_win_pct,3.827743432073988
last_3_wins,1.9280578054602393
is_home,1.097864406784175
won_toss,1.0647144079819173
toss_winner_at_home,1.032792041331936
batting_first,1.0730597869042613
