term,vif
matches_before,13.02726398278009
wins_before,20.317839552779212
win_pct_before,24.503046628760206
home_win_pct_before,8.274419093458503
away_win_pct_before,10.554393911335762
prev_season_win_pct,736.302698163643
prev_home_win_pct,352.61975051736107
prev_away_win_pct,85.16959240981456
prev_bat_first_win_pct,20.82209297280227
last_3_wins,2.019644930102084
is_home,1.1396030712214622
