term,estimate,std.error,statistic,p.value
(Intercept),0.36095708238770824,0.05282212947709372,6.833444352981585,1.43878314064322e-11
win_pct_before,0.11854826992675978,0.08042574857774842,1.474008909126384,0.14079391006549097
prev_season_win_pct,0.07898074368905367,0.06907588563104543,1.1433909673038865,0.25314994450218675
is_home,0.11204217956822088,0.03207634954508352,3.4929841193663536,4.985580643046011e-4
