match_id,date,season,team,opponent,won_match,matches_before,wins_before,win_pct_before,home_win_pct_before,away_win_pct_before,prev_season_win_pct,prev_home_win_pct,prev_away_win_pct,prev_bat_first_win_pct,last_3_wins,won_toss,toss_winner_at_home,batting_first,is_home
419150,2010-04-11,2010,Rajasthan Royals,Mumbai Indians,0,11,6,0.5454545454545454,0.8,0.3333333333333333,0.8125,1,0.6666666666666666,0.6666666666666666,2,1,1,0,1
419151,2010-04-12,2010,Deccan Chargers,Royal Challengers Bangalore,1,11,5,0.4545454545454546,1,0.3333333333333333,0.14285714285714285,0,0.2857142857142857,0,2,0,0,1,0
419151,2010-04-12,2010,Royal Challengers Bangalore,Deccan Chargers,0,11,6,0.5454545454545454,0.6666666666666666,0.4,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,1,1,0,0,0
419152,2010-04-13,2010,Delhi Daredevils,Mumbai Indians,0,11,6,0.5454545454545454,0.5,0.6,0.5,0.6666666666666666,0.375,0.3333333333333333,1,0,1,0,0
419152,2010-04-13,2010,Mumbai Indians,Delhi Daredevils,1,11,8,0.7272727272727273,0.8333333333333334,0.6,0.5,0.5,0.5,0.3333333333333333,1,1,1,1,1
419153,2010-04-13,2010,Chennai Super Kings,Kolkata Knight Riders,1,10,5,0.5,0.75,0.3333333333333333,0.5625,0.42857142857142855,0.6666666666666666,0.4444444444444444,2,0,0,0,1
419153,2010-04-13,2010,Kolkata Knight Riders,Chennai Super Kings,0,11,5,0.4545454545454546,0.6,0.3333333333333333,0.4615384615384616,0.5714285714285714,0.3333333333333333,0.4444444444444444,1,1,0,1,0
419154,2010-04-14,2010,Rajasthan Royals,Royal Challengers Bangalore,0,12,6,0.5,0.6666666666666666,0.3333333333333333,0.8125,1,0.6666666666666666,0.6666666666666666,2,1,1,1,1
419154,2010-04-14,2010,Royal Challengers Bangalore,Rajasthan Royals,1,12,6,0.5,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,1,0,1,0,0
419155,2010-04-15,2010,Chennai Super Kings,Delhi Daredevils,0,11,6,0.5454545454545454,0.8,0.3333333333333333,0.5625,0.42857142857142855,0.6666666666666666,0.4444444444444444,2,1,1,1,1
419155,2010-04-15,2010,Delhi Daredevils,Chennai Super Kings,1,12,6,0.5,0.5,0.5,0.5,0.6666666666666666,0.375,0.3333333333333333,0,0,1,0,0
