term,estimate,std.error,statistic,p.value
(Intercept),0.38169128395228835,0.058114244426547904,6.567947113804737,8.199377834586652e-11
win_pct_before,0.11801773378624257,0.08037672948787274,1.4683072393988004,0.1423361999107366
prev_season_win_pct,0.08520347872776675,0.06908398335985744,1.2333318749722797,0.2177426635639727
is_home,0.12243284617494676,0.03249892342433598,3.767289290674351,1.7469976468655643e-4
won_toss,0.027824061015749132,0.032198079773054646,0.8641528069954667,0.3877118052496018
toss_winner_at_home,-0.027391946328693857,0.032414408779244785,-0.8450546334268835,0.39828307919269035
batting_first,-0.06043368820163375,0.03234893356288975,-1.868181777434618,0.06202988241762482
