term,vif
win_pct_before,1.0065293681047196
prev_season_win_pct,1.0147290146731283
is_home,1.0426068688957177
won_toss,1.0565374699271448
toss_winner_at_home,1.0240012987054439
batting_first,1.0665242805367967
